index,7.1,7.2,7.3,8.1,8.2,8.3,8.4,9.1,9.2,9.3,10.1,10.2,10.3,11.1,11.2,11.3,12.4,12.5,12.6,type
问卷1.txt,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,B
问卷2.txt,3,3,4,3,5,5,5,4,5,2,4,4,4,2,2,2,4,5,5,B
问卷3.txt,4,4,3,4,4,4,5,4,4,5,3,4,3,4,4,5,3,4,4,B
问卷4.txt,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,5,4,B
问卷22.txt,4,2,3,2,2,4,4,3,3,3,2,3,3,2,3,3,3,2,4,C
问卷23.txt,4,3,4,4,3,3,3,4,2,2,4,4,1,5,5,5,4,3,4,C
问卷24.txt,4,2,3,1,5,4,4,2,4,1,4,2,3,1,5,4,2,3,1,C
问卷29.txt,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,B
问卷31.txt,3,3,4,2,2,3,2,3,4,4,2,2,3,4,4,4,3,4,5,C
问卷33.txt,3,4,5,4,3,4,4,5,3,4,4,4,3,4,4,4,4,3,3,B
问卷37.txt,4,3,4,5,4,3,2,5,3,4,4,3,4,4,5,4,4,4,5,B
问卷41.txt,4,3,4,4,3,3,3,2,2,2,4,4,4,4,4,4,4,4,4,C
问卷42.txt,4,3,4,3,3,4,4,4,3,4,4,4,3,3,3,4,4,3,4,C
问卷43.txt,3,3,4,2,4,1,2,2,1,2,4,2,4,4,5,5,4,4,3,C
问卷47.txt,5,4,2,3,4,3,4,3,4,3,4,3,4,2,4,5,3,4,4,C
问卷48.txt,3,3,5,5,4,3,5,3,4,4,3,3,3,4,5,3,4,4,5,B
问卷50.txt,4,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,3,4,B
问卷51.txt,4,5,5,5,5,4,4,5,4,4,5,5,4,5,5,4,5,5,4,A
问卷52.txt,4,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,A
问卷55.txt,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,C
问卷56.txt,3,3,3,3,2,2,1,3,2,1,3,3,3,3,3,4,3,4,5,C
问卷61.txt,4,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,B
问卷63.txt,4,3,2,4,4,3,2,3,2,2,4,3,5,4,3,4,4,5,5,C
问卷65.txt,3,3,4,4,3,3,3,2,2,2,3,3,3,4,4,4,4,4,4,C
问卷68.txt,4,3,4,3,3,2,2,4,4,3,5,5,3,3,3,4,4,4,5,C
问卷70.txt,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,4,4,4,4,C
问卷71.txt,5,3,2,5,4,4,2,4,3,2,4,4,3,5,4,3,4,3,2,C
问卷72.txt,4,5,4,4,3,4,4,4,3,4,4,5,4,4,3,4,4,5,4,B
问卷74.txt,4,3,4,4,3,4,4,4,4,5,4,4,4,3,4,4,4,4,4,B
问卷75.txt,3,4,3,2,3,4,3,3,4,5,3,3,4,2,3,3,3,4,3,C
问卷76.txt,4,5,5,5,4,5,5,3,4,5,5,5,4,4,5,4,5,5,5,A
问卷78.txt,4,3,4,5,4,5,4,4,4,5,5,4,4,5,4,5,5,5,5,A
问卷79.txt,3,4,3,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,3,C
问卷80.txt,4,3,3,4,4,3,4,3,4,4,4,4,3,4,3,3,3,3,4,C
问卷81.txt,5,4,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,A
问卷82.txt,4,3,2,4,4,5,3,4,5,4,4,5,3,4,3,4,4,4,5,B
问卷83.txt,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,B
问卷84.txt,4,5,4,3,4,5,4,4,5,4,3,4,4,5,3,4,4,3,4,B
问卷85.txt,3,4,5,4,3,2,3,4,3,4,4,3,5,4,3,4,4,3,4,C
问卷86.txt,5,4,5,4,5,4,5,4,4,5,5,4,5,4,4,3,4,4,4,A
问卷87.txt,4,3,5,4,5,4,5,4,5,4,4,4,5,3,4,5,4,3,5,B
问卷89.txt,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,B
问卷90.txt,4,5,4,4,4,3,4,5,5,4,4,4,3,4,5,5,4,3,3,B
问卷91.txt,4,4,4,3,2,3,2,2,3,2,3,2,4,4,3,4,4,4,4,C
问卷92.txt,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,B
问卷93.txt,5,4,4,4,4,4,5,3,2,2,4,3,3,4,3,4,3,4,4,B
问卷94.txt,4,4,3,3,2,2,3,2,1,2,3,2,2,4,4,4,3,4,4,C
问卷95.txt,4,4,3,4,3,3,3,3,2,1,3,4,4,4,4,5,4,5,5,C
问卷96.txt,5,5,5,4,3,4,3,4,4,4,3,3,3,4,4,4,5,4,4,B
问卷102.txt,5,4,4,4,5,4,4,4,5,4,5,4,4,4,5,5,4,5,4,A
